gene,mis_z,lof_z,syn_z,oe_mis,oe_lof,label
AQP12A,-0.90224,0.77299,-1.2741,1.2398,0.6206,0.017909
COA3,-0.18927,0.87258,1.4705,1.0652,0.5199,0.064758
QPCT,-0.93993,-0.31865,-0.34514,1.1885,1.076,1.1987e-15
GPR150,0.60604,0.39026,1.08,0.87469,0.86177,1.3878e-05
MFSD9,-0.79984,0.046281,-2.1255,1.1344,0.98674,9.3451e-10
PSMG3,0.51996,0.98772,-0.59666,0.83186,0.36024,0.2003
HOXA6,-0.097881,0.32665,0.98875,1.0224,0.8892,2.9887e-06
MT3,0.66067,0.86921,-0.58677,0.69585,0.52117,0.064484
RCCD1,0.20904,-0.053948,-0.67689,0.95639,1.0147,3.2679e-11
LTB4R2,-0.20164,0.38859,-0.45769,1.0353,0.86232,1.3821e-05
NDUFA11,0.54124,0.76933,0.51835,0.86875,0.62197,0.017814
OR51D1,-1.1873,0.68066,-1.3503,1.2553,0.69404,0.0045855
C1orf100,-0.17727,0.20499,0.18509,1.0537,0.93549,1.2575e-07
TM4SF19,0.69828,0.32263,-0.23231,0.81683,0.89049,2.9569e-06
DCTN3,0.34979,0.20503,-0.30073,0.90446,0.93548,1.2577e-07
C5orf52,0.31535,0.86827,1.3502,0.90827,0.52153,0.064408
DTYMK,0.2506,0.45111,-0.30944,0.93816,0.83215,6.1537e-05
LGALS13,-0.20809,0.59799,-1.1737,1.0656,0.75006,0.0011274
DHDH,0.09901,0.03967,-0.14441,0.98087,0.98862,9.1294e-10
LYRM4,0.36217,0.98374,0.73676,0.85619,0.36161,0.19951
B3GNT8,0.22099,0.093112,-1.0683,0.96143,0.97252,4.8063e-09
IL11RA,0.63733,-0.60681,0.12093,0.8834,1.1292,6.288199999999999e-21
AGMAT,0.80464,0.19959,0.66914,0.83722,0.93713,1.2369e-07
AGPAT2,-0.72172,0.19935,-1.5143,1.1547,0.93721,1.236e-07
KRTAP2-2,0.38339,1.1481,1.8861,0.829,0.0,0.45465
ZNF77,-0.33935,0.67697,-0.8809,1.054,0.69539,0.004558
SMIM4,0.75289,0.98331,1.7088,0.64516,0.36176,0.19943
SLFN13,-0.6884,-0.37687,-1.7629,1.0905,1.0885,1.9958e-16
CMC2,-0.64848,0.98167,-0.17773,1.2871,0.36233,0.1991
TREX2,-0.65773,1.1471,-1.235,1.1798,0.0,0.45433
CPNE3,-0.97547,-0.82454,0.16371,1.1632,1.1621,1.7777e-25
FAM3B,0.46101,0.14103,-0.51701,0.88612,0.95702,2.4285e-08
NGB,0.31417,0.67555,0.6799,0.9036,0.69592,0.0045474
CABP4,-0.51704,-0.017154,-0.18753,1.1061,1.0048,1.6786e-10
OR2K2,-0.028051,0.59113,-1.1025,1.006,0.75252,0.0011135
ZDHHC11,-0.91788,-0.33784,-2.2181,1.1739,1.0808,1.1047e-15
HEBP2,0.10949,0.4459,0.11558,0.96888,0.83392,6.0829e-05
RNF32,0.28087,-0.3376,-0.089425,0.94456,1.0807,1.1058e-15
DNAJC22,-0.13688,0.3157,0.26412,1.0278,0.8927,2.9031e-06
TMEM252,-0.22953,0.98103,-0.67943,1.0671,0.36255,0.19897
KRBOX1,0.67386,0.76274,1.2136,0.75208,0.62447,0.017643
SMLR1,0.17833,0.98093,-0.78623,0.9334,0.36258,0.19896
OR51M1,-1.2997,0.67379,-1.8305,1.274,0.69657,0.0045344
LETM2,-0.061735,-0.50052,0.34677,1.0116,1.1117,1.1029e-18
REG1A,0.30861,0.37889,-1.1074,0.90963,0.86551,1.3499e-05
COX17,0.22938,0.98008,-0.079671,0.89222,0.36288,0.19879
CENPK,-0.12835,-0.069929,0.20684,1.0318,1.019,3.0771e-11
CERKL,-0.26627,-0.79717,0.17321,1.043,1.1588,9.8447e-25
OR4P4,-0.22847,0.76078,-0.48188,1.0502,0.62521,0.017593
FAM25A,0.69764,0.97969,0.57889,0.71868,0.36301,0.19871
CYP24A1,-1.1021,-0.72877,-0.96943,1.1853,1.149,3.1963999999999997e-23
COX7A2,-0.41735,0.67152,-1.1744,1.1451,0.69741,0.0045177
RPS6KB2,-0.20498,-0.61832,-1.6673,1.033,1.1318,5.9587999999999995e-21
TARM1,1.0951,0.19384,1.2695,0.75004,0.93889,1.2154e-07
PRAMEF10,-1.5672,0.59079,-1.751,1.3872,0.75264,0.0011128
ADRB1,1.6999,0.31249,-1.1803,0.67656,0.89373,2.8786e-06
CCDC134,0.011955,0.25234,0.64402,0.99712,0.91751,6.0044e-07
GPR3,0.9435,0.51225,-0.36084,0.8115,0.79835,0.00026263
SULT1A1,-1.1903,-0.073246,-3.3893,1.2534,1.02,3.039e-11
SLC22A10,-0.83468,-0.54641,-2.0667,1.136,1.1201,1.8871e-19
PLEKHG7,0.24758,-0.54589,1.064,0.94981,1.12,1.8917e-19
NRIP2,-1.039,-0.02582,-0.5689,1.2292,1.0072,1.6264e-10
FN3KRP,-0.32965,0.077381,-0.63554,1.068,0.97711,4.557e-09
ZNF596,-2.5468,-0.21606,-2.0507,1.4407,1.0549,1.8321e-13
RAB3D,0.89236,0.37287,0.099768,0.79003,0.8675,1.3302e-05
TEX33,-0.70405,0.1899,-0.4586,1.1677,0.94009,1.2009e-07
GLTPD2,-0.15638,0.4395,0.11282,1.0375,0.83608,5.9973e-05
OR6X1,0.44289,0.58682,-0.05461,0.90359,0.75407,0.0011048
EFCAB2,-0.25449,0.24738,-0.63531,1.0784,0.91907,5.9198e-07
TPD52L3,-1.2266,0.97598,0.11203,1.4028,0.3643,0.19798
NKX2-4,-0.079905,0.66615,-1.4855,1.0212,0.6994,0.0044783
NLRX1,0.13439,-1.07,0.42887,0.98473,1.1947,7.7345000000000006e-31
C2CD4A,-0.25035,0.75587,-1.4599,1.0605,0.62707,0.017468
SLCO1B3,-1.1634,-0.77418,-0.60613,1.1748,1.1564,5.3210000000000005e-24
GSTM5,-0.94442,0.18805,0.12773,1.2436,0.94066,1.1942e-07
SERPINA11,-0.30166,0.022598,-2.8574,1.0571,0.9935,8.5963e-10
IL17D,-0.26132,0.97586,-0.55595,1.0857,0.36434,0.19796
LGALS1,0.45375,0.66748,0.17103,0.8613,0.69891,0.004488
IL24,0.40715,0.24517,0.70117,0.8897,0.91976,5.8826e-07
OBP2B,0.24963,0.37041,-0.75577,0.92976,0.86831,1.3223e-05
SLC10A6,0.10202,0.074519,0.74683,0.97995,0.97794,4.5131e-09
GNAT1,0.71929,-0.17677,0.52861,0.86613,1.046,9.8532e-13
S100A7,-0.48859,1.1419,-0.49614,1.1798,0.0,0.45274
PDRG1,0.42681,0.50564,0.50331,0.85538,0.80067,0.00025916
CALML4,-0.70111,0.43369,0.57751,1.1805,0.83806,5.9205e-05
TES,0.3907,-0.35587,0.45916,0.92628,1.0853,1.0234e-15
SAT2,0.46874,0.29978,0.5105,0.86606,0.89782,2.7832e-06
IFIH1,-0.78852,-1.5725,-1.3339,1.096,1.2467,6.981899999999999e-44
MTHFS,0.55324,0.50422,-0.43604,0.85393,0.80117,0.00025842
MOGAT1,-0.46475,-0.036214,-1.5572,1.0992,1.0101,1.566e-10
FIS1,0.37594,0.36405,-0.23422,0.89104,0.87041,1.302e-05
BAALC,-0.25685,0.66026,0.57903,1.0853,0.70159,0.0044356
ABCG2,-0.88103,-1.1497,0.6904,1.1319,1.2054,2.0957e-32
OR52E6,-1.6562,0.97003,-2.0643,1.3618,0.36638,0.19683
ARSF,-0.38659,-0.27535,-2.3232,1.0698,1.0687,3.1126e-14
ISOC2,-0.036881,0.36247,0.20721,1.0088,0.87094,1.297e-05
UCP2,0.0025116,-0.039087,0.95957,0.9995,1.011,1.5497e-10
THTPA,-0.33363,0.29753,0.80976,1.0817,0.89855,2.7667e-06
IRAK3,-0.074537,-0.64312,0.63737,1.0119,1.1374,5.3092e-21
RASSF4,0.14021,-0.23061,-0.52124,0.97193,1.0587,1.7281e-13
GTPBP6,-1.7654,0.17829,-2.5242,1.3576,0.94365,1.1591e-07
CASP5,0.46811,-0.40714,-1.5979,0.917,1.0959,1.752e-16
BET1L,0.14275,0.6578,0.38682,0.95313,0.70251,0.0044178
DNAJC5G,0.055115,0.42854,-0.25952,0.98491,0.83982,5.8532e-05
TMEM141,-0.18951,0.5751,0.32367,1.0673,0.75831,0.0010816
C18orf21,0.30165,0.2333,1.0793,0.92088,0.92349,5.6865e-07
ZNF470,-0.97928,-0.57256,0.31785,1.1424,1.1262,1.676e-19
ROPN1L,0.16373,0.29462,0.47859,0.96069,0.89949,2.7455e-06
TMEM95,-0.22549,0.11607,0.35776,1.0633,0.96449,2.2408e-08
SNX20,1.0085,0.35676,1.5508,0.80423,0.87283,1.2791e-05
C12orf54,-0.079294,0.17129,-0.53325,1.027,0.9458,1.1347e-07
NRIP3,0.84247,0.11304,-0.34823,0.78554,0.9654,2.219e-08
C14orf180,0.059915,0.65281,-0.25794,0.98276,0.70438,0.0043821
BHLHE23,-0.12855,0.96557,-1.3956,1.0398,0.36794,0.19596
C1orf158,0.14052,0.49382,-0.73312,0.96197,0.80482,0.00025309
CAMP,0.16249,0.65387,-0.072169,0.95486,0.70398,0.0043897
PLP2,0.24938,0.65436,0.23621,0.912,0.7038,0.0043931
OASL,0.069867,-0.099225,0.62733,0.98842,1.0271,2.7573e-11
HOXC5,-0.57826,0.4225,0.13865,1.144,0.84188,5.7754e-05
FITM2,0.59774,0.29114,-0.71657,0.85887,0.90061,2.7203e-06
LRIT2,-1.7534,0.054721,-0.22859,1.2876,0.98376,4.2214e-09
RAB25,0.8151,0.16779,0.063201,0.80065,0.94687,1.1227e-07
TIMM13,-0.34905,0.84449,-1.1587,1.1295,0.5306,0.062511
SPATA3,-0.0049047,0.56954,0.87784,1.0014,0.76033,0.0010708
OR1K1,-0.01505,0.56899,-0.6922,1.0031,0.76053,0.0010697
GOLGA8G,-0.33143,0.9638,-1.027,1.179,0.36857,0.19562
PPP1R14B,0.71659,0.65243,-0.14742,0.76796,0.70452,0.0043794
NINJ2,-0.025882,0.56896,-1.296,1.0067,0.76054,0.0010696
TEKT4,-1.7096,-0.3348,-3.3214,1.2739,1.082,5.2301e-15
APOL4,-0.022044,0.56719,-1.3528,1.0045,0.76118,0.0010662
ZNF267,0.57456,0.74154,1.0729,0.91734,0.63255,0.017108
MIXL1,0.42599,0.74017,0.97409,0.87882,0.63307,0.017075
CIB4,-0.23671,0.16553,0.29375,1.0656,0.94757,1.115e-07
CXCR6,1.2792,0.41824,-0.75922,0.73022,0.84334,5.7212e-05
TMEM52B,-0.31147,0.56808,0.47144,1.0888,0.76086,0.0010679
WFDC13,0.26782,0.74094,1.0824,0.89265,0.63278,0.017094
KLF16,1.5035,0.96145,-0.6953,0.54111,0.3694,0.19517
UCN,0.15069,1.1314,0.60261,0.9429,0.0,0.44958
TXNL4B,-0.79392,0.64898,0.74307,1.2555,0.70581,0.0043549
RMDN2,-2.2315,-0.81307,-2.9881,1.365,1.1648,4.4061e-24
PLN,0.62444,1.1311,1.1391,0.67002,0.0,0.44947
LGSN,-0.55495,-0.2508,-2.2831,1.0948,1.064,1.594e-13
ZNF277,0.34737,-0.70422,0.10433,0.93523,1.1487,8.318199999999999e-22
BCAS4,0.38441,0.4149,0.2358,0.89847,0.84449,5.6789e-05
TNFRSF10A,-0.64505,-0.34233,-1.0555,1.1122,1.0839,5.0697e-15
GPR132,1.3997,0.73548,-0.1101,0.75104,0.63488,0.016959
CCDC160,-0.13853,0.73648,-1.278,1.0422,0.63449,0.016983
OR8G5,-0.54085,0.73665,-2.1143,1.1145,0.63443,0.016988
TMEM25,0.31052,-0.11186,0.40839,0.94216,1.0306,2.6304e-11
MFNG,0.30094,-0.010229,0.025687,0.93996,1.003,7.6611e-10
XKR9,-1.7147,0.043344,-0.77549,1.3537,0.98711,4.0628e-09
ARHGAP11B,-0.34527,0.27737,-0.096118,1.0814,0.90508,2.6229e-06
EMP3,0.62602,0.27624,0.68729,0.82248,0.90545,2.6151e-06
C19orf81,0.69234,0.34166,1.1443,0.80983,0.87786,1.233e-05
PPP1R17,-0.020278,0.55809,0.02442,1.0062,0.7645,0.0010488
OR10G8,-1.007,0.73298,-1.2642,1.2173,0.63585,0.016898
UBB,2.7348,0.73324,-6.6145,0.31599,0.63574,0.016904
TOMM6,0.65095,0.9555,-0.56811,0.7207,0.37151,0.19403
RPL22L1,-0.35075,0.55749,-0.78659,1.1242,0.76472,0.0010477
TRMU,-0.33232,-0.43874,-3.1461,1.0613,1.1037,1.5307e-16
GNGT2,0.50692,0.95489,0.45546,0.76788,0.37173,0.19392
RNF148,-1.5202,0.27356,-1.9839,1.3313,0.90632,2.5966e-06
GJA9,0.93515,-0.16903,1.0294,0.83829,1.0452,4.6528e-12
SIGLEC11,-0.95026,-0.71774,-1.9666,1.1391,1.1518,7.8092e-22
KRT82,-0.65293,-0.5275,-2.1923,1.1024,1.1205,4.6454e-18
GPX6,0.47432,0.27143,2.0992,0.87513,0.90701,2.582e-06
ADH5,1.0261,-0.12173,1.8146,0.79686,1.0334,2.5356e-11
SLFN11,-0.32741,-0.56617,-1.626,1.0429,1.1272,8.2249e-19
OR11H6,-0.035392,0.55486,0.44225,1.0076,0.76568,0.0010427
AGAP6,-1.0919,0.27211,-0.88058,1.1701,0.90679,2.5867e-06
TPGS1,1.3318,0.83221,0.63072,0.62401,0.53536,0.061557
MSRB2,0.63494,0.40334,0.967,0.81387,0.84846,5.5352e-05
TSGA13,-0.46557,-0.020404,0.60138,1.1073,1.0059,7.3935e-10
TAS1R3,-2.3816,-0.87311,-5.2441,1.2803,1.1752,6.7868e-25
MRPS21,0.40204,0.82902,0.11386,0.85493,0.5366,0.061313
NME4,-0.73997,0.55079,-1.7929,1.1937,0.76718,0.0010351
MZT2B,-0.35091,0.8285,-1.0839,1.1043,0.5368,0.061273
TUBA3D,1.5331,-0.026561,-0.36203,0.74788,1.0077,7.2364e-10
TRIM58,0.41765,-0.07824,-0.75509,0.92367,1.022,1.345e-10
LRIT1,-0.57898,-0.36639,-0.061222,1.0851,1.0901,4.5907e-15
TCTEX1D1,0.39815,0.39792,-0.91787,0.88688,0.85033,5.4692e-05
TMCO2,0.40972,0.39818,0.30672,0.87769,0.85024,5.4723e-05
NRSN2,0.37262,0.63238,0.47319,0.90911,0.71207,0.0042391
KLK14,0.38548,0.080123,1.2211,0.91527,0.97535,1.9965e-08
SWSAP1,-0.31897,0.62969,0.37718,1.0777,0.71309,0.0042206
ZSCAN32,-1.2447,-0.1332,-1.5773,1.2144,1.0366,2.4299e-11
ST8SIA6,-0.43129,-0.029733,-1.1506,1.0898,1.0086,7.1568e-10
ZNF799,-1.1409,0.72261,-0.90565,1.1773,0.63986,0.016646
STOML1,1.4319,-0.13443,1.2391,0.73764,1.0369,2.4189e-11
TMEM239,0.42141,0.54729,0.39004,0.87291,0.76846,0.0010286
VNN2,-0.46731,-0.37408,-0.46916,1.079,1.0921,4.448e-15
IRF7,-0.85055,-0.37392,-2.8392,1.1328,1.092,4.4508e-15
CD300LD,0.1195,0.32407,-0.89936,0.9666,0.88376,1.1813e-05
GYG2,0.076037,-0.033698,-0.023814,0.98495,1.0098,7.0587e-10
KCNJ14,0.87942,0.25909,1.212,0.85445,0.91104,2.4991e-06
HLA-DPA1,1.1155,0.25923,1.1086,0.74216,0.911,2.5e-06
ADAM18,-0.57884,-1.3205,-1.4858,1.0842,1.2306,6.8847e-35
EPGN,0.062486,0.46587,0.098368,0.98041,0.81474,0.00023928
AQP2,1.0598,0.25702,-0.42325,0.77561,0.91172,2.4855e-06
GRXCR2,-0.85252,0.13443,-0.86617,1.2037,0.95721,1.0145e-07
PBLD,0.35341,-0.14283,0.86453,0.92203,1.0393,2.3448e-11
NPPC,0.32263,0.82027,0.61342,0.88768,0.54003,0.060647
SMIM13,0.69091,0.94387,-0.20375,0.70649,0.37568,0.19183
PLA2G5,0.27298,0.39078,0.96853,0.91869,0.85281,5.3834e-05
POMK,0.46851,0.072545,-0.42065,0.90594,0.97765,1.9487e-08
ADAT2,0.88027,0.13198,0.29488,0.76736,0.95797,1.007e-07
ACTL7B,0.51107,0.25231,0.60053,0.91592,0.91327,2.4547e-06
NKX6-3,-0.11152,0.71521,-0.10252,1.0369,0.64275,0.016469
CLEC4D,-0.11603,0.25233,0.093373,1.0303,0.91326,2.4548e-06
GOLGA8Q,-1.263,0.53935,-0.25124,1.5486,0.77139,0.0010139
BBIP1,0.52175,0.62283,0.25063,0.78072,0.7157,0.004174
CD300C,0.42892,0.31798,0.35903,0.89613,0.88582,1.164e-05
EREG,-0.36838,0.31865,-0.61806,1.1069,0.88559,1.1659e-05
CYB5R2,-1.2844,-0.043607,-1.8291,1.2871,1.0127,6.8195e-10
C17orf58,0.12694,0.94061,0.74043,0.95256,0.37687,0.19122
PROKR2,-0.11864,0.24985,-0.90891,1.0219,0.91407,2.4388e-06
CYP11B2,-0.84873,-0.59842,-1.1779,1.1404,1.1349,7.1321e-19
HENMT1,0.058504,-0.043485,0.11328,0.98878,1.0126,6.8224e-10
PCDHA4,-0.77369,-0.82944,-0.3984,1.0906,1.1712,1.9754e-23
OR5AP2,-0.046176,0.62034,-0.11676,1.01,0.71664,0.0041572
TEX9,-0.74633,-0.75977,-0.2662,1.1527,1.1613,6.4247e-22
RAMP3,0.55849,0.71114,-0.74502,0.83323,0.64434,0.016373
HIGD2A,0.39757,0.93873,-0.30587,0.86239,0.37755,0.19087
OR2A25,-0.74936,0.5321,-1.7787,1.167,0.77407,0.0010007
OR52A1,-0.2773,0.6167,-0.43151,1.0601,0.71803,0.0041328
FDFT1,-3.884,-0.39398,-7.2961,1.707,1.0972,4.0998e-15
FAM180A,-0.20037,0.53309,0.50976,1.0552,0.7737,0.0010025
UBL5,1.2361,0.7089,0.84475,0.46793,0.64522,0.016321
CD164L2,0.20408,0.31125,1.3107,0.94446,0.88809,1.1451e-05
TAF8,0.2362,-0.25311,-1.7705,0.95244,1.0665,7.3155e-13
B9D2,-0.13015,0.37995,0.17024,1.0334,0.85657,5.2557e-05
RASSF7,-1.5712,-0.15376,-2.5275,1.2927,1.0424,2.252e-11
HSPB7,0.42783,0.70769,-1.1226,0.89067,0.64569,0.016292
TMEM215,0.8195,0.61532,1.1055,0.80532,0.71856,0.0041235
CASQ1,-0.018661,-0.5702,0.9566,1.0035,1.1309,3.857e-18
ASIP,0.11933,0.70792,0.73395,0.96246,0.6456,0.016298
CEACAM19,0.47447,-0.052619,1.7435,0.8937,1.0153,6.6095e-10
AKIP1,-0.42874,0.30808,0.15463,1.1134,0.88916,1.1363e-05
C7orf57,0.54689,-0.20653,0.41566,0.87771,1.0555,4.0355e-12
OR2AG2,-1.3078,0.70786,-1.4859,1.278,0.64563,0.016296
PPP1R14D,0.20663,0.24224,1.5979,0.94056,0.91658,2.3903e-06
ZNF544,-0.7162,0.52918,-0.39607,1.1043,0.77515,0.00099546
IQCE,-0.93414,-1.5329,-1.6146,1.1274,1.2545,1.3752e-39
MLN,0.50769,0.61266,0.67101,0.82357,0.71958,0.0041058
THUMPD1,0.47645,-0.21072,0.58701,0.90205,1.0567,3.9721e-12
C1orf54,-0.34291,0.45,0.18837,1.1117,0.82043,0.0002318
SYNGR2,0.29575,0.3742,-1.282,0.9234,0.85858,5.1893e-05
FAM71E1,-0.036854,0.44849,0.30876,1.0083,0.82097,0.0002311
ZNF492,-0.79435,0.93395,-1.328,1.1489,0.37929,0.18998
TMEM186,-1.2525,0.37509,-1.5613,1.3114,0.85827,5.1994e-05
ZNHIT1,1.1234,0.23728,-0.2021,0.69721,0.91821,2.3592e-06
CES5A,-0.11145,-1.0976,-0.41087,1.0172,1.2085,7.941800000000001e-29
C3orf80,0.40012,0.93204,-1.1763,0.85684,0.37999,0.18963
CLDN8,-0.17133,0.70343,0.28706,1.0419,0.64737,0.016193
S100A7L2,-0.38862,0.93139,0.0038611,1.1364,0.38023,0.1895
MSMB,0.78778,0.70369,0.46133,0.71701,0.64727,0.016199
AUNIP,0.29887,-0.0051838,0.18836,0.93682,1.0016,3.4534e-09
CSRP2,0.29105,0.17149,-0.23864,0.92213,0.94316,4.769e-07
SLC22A25,-1.4379,-0.49335,-1.4364,1.233,1.1173,1.2149e-16
RPL26L1,0.22926,0.5248,0.56008,0.93,0.77678,0.00098764
C12orf56,0.12456,-0.45035,0.51014,0.977,1.1091,6.8904e-16
OR3A2,-0.52839,0.44512,-0.44695,1.1161,0.82218,0.00022954
LYZL6,0.29807,0.5226,-0.62128,0.9083,0.7776,0.00098373
IL15RA,0.22886,0.23289,0.17894,0.94684,0.91966,2.332e-06
NXPE4,-0.10576,-0.45127,-0.48859,1.0177,1.1094,6.8642e-16
SRRD,-0.45235,0.048182,0.6967,1.1022,0.9851,1.8029e-08
DNMT3A,3.4465,-1.5213,0.62698,0.59401,1.255,7.3538e-39
GABARAPL2,0.97214,0.44208,-0.20929,0.66086,0.82328,0.00022815
DPPA5,1.2243,0.60621,0.74779,0.61722,0.72205,0.0040632
COQ4,0.36441,-0.010205,-1.2392,0.92144,1.0031,3.3961e-09
OR2L13,-0.23646,0.52227,-1.5766,1.0508,0.77772,0.00098315
NDUFAF7,-1.0514,-0.6703,-1.2198,1.192,1.1492,1.0818000000000001e-19
ABHD12B,-0.1653,-0.41283,0.035361,1.0349,1.1021,3.7965e-15
AGR2,0.84427,0.1035,0.73017,0.74883,0.96689,9.2381e-08
CRIPT,-0.39494,0.51909,0.39828,1.1584,0.7789,0.00097752
CHMP4A,0.69937,-0.010738,0.58457,0.83759,1.0032,3.3901e-09
COX6A2,0.23548,0.9276,0.35327,0.90173,0.38162,0.18881
CYP2A7,-1.7044,-0.41395,-2.4349,1.2778,1.1023,3.7792e-15
DNAJC5B,0.26563,0.2266,0.057045,0.92868,0.92174,2.2936e-06
SMPD2,0.14281,-0.58933,-0.12859,0.97385,1.1355,3.5507e-18
PRCD,0.29744,0.6959,-0.34445,0.85841,0.65035,0.016018
C1orf105,0.35038,0.29496,0.85928,0.89805,0.89362,1.1007e-05
KRT74,-1.2015,-0.37058,-1.6599,1.1939,1.0935,2.1183e-14
TSLP,-0.49144,0.602,-1.6779,1.1482,0.72368,0.0040357
DHRS4L2,-2.1321,0.16166,-2.9475,1.5042,0.94633,4.6376e-07
TOMM20L,0.79112,0.36255,-0.34504,0.7473,0.86265,5.0571e-05
CLDN6,-0.4284,0.602,-2.1787,1.1041,0.72368,0.0040357
PTGER1,0.74563,0.51677,0.48772,0.83822,0.77977,0.00097345
TATDN1,-0.18069,-0.46474,0.91372,1.0417,1.1128,6.4923e-16
YIF1A,-0.39189,-0.071941,-0.11961,1.0809,1.021,6.1818e-10
FMO3,-0.16323,-0.46391,1.0801,1.0269,1.1126,6.5145e-16
GNG5,0.37637,0.924,0.40971,0.81589,0.38295,0.18814
TMIGD2,0.095272,0.29074,-1.2499,0.97959,0.89505,1.0895e-05
KLF14,-0.34604,0.69423,-1.9716,1.0785,0.65101,0.01598
PGBD2,-0.22949,-0.46677,-0.14915,1.0352,1.1133,6.4382e-16
GPR84,0.40437,-0.018849,0.93258,0.92467,1.0057,3.2998e-09
SULT1A2,-0.84554,-0.2311,-0.38861,1.1778,1.0623,3.6786e-12
C3AR1,-0.30198,-0.01835,0.71213,1.0522,1.0055,3.3053e-09
WFDC3,0.40503,0.097709,-0.086596,0.90083,0.96871,9.0781e-08
OR2B11,0.28473,0.43462,-0.22707,0.94156,0.82598,0.00022477
SCNN1D,-0.78105,-1.3261,-3.9915,1.1005,1.2373,1.6507e-33
LGALS12,-0.030214,-0.28303,0.66832,1.0061,1.0746,6.5191e-13
OR5B17,-0.74772,1.1018,-0.83157,1.1616,0.0,0.44075
TFF3,0.51395,0.69119,-0.095778,0.80444,0.65221,0.01591
HMX2,-0.085141,0.35642,-1.7483,1.0194,0.86481,4.9891e-05
ASB16,-0.11317,-0.51791,0.26191,1.019,1.1235,1.0959e-16
PIFO,0.45757,0.092552,0.068278,0.87184,0.97034,8.9379e-08
SIAH3,-0.34856,0.51101,0.35544,1.0741,0.78192,0.0009634
VIT,-1.7733,-1.2715,-1.1569,1.2465,1.2323,5.435e-32
AKR1C1,-1.4155,-0.43117,-1.854,1.3144,1.1068,3.524e-15
FLYWCH2,-0.090052,0.91948,-2.0391,1.0274,0.38462,0.18732
OXGR1,0.087545,0.35396,0.39039,0.9819,0.86567,4.9619e-05
OR4D9,-0.92993,0.50954,-0.8015,1.1992,0.78248,0.00096084
TTC36,0.045226,0.42996,0.70187,0.98621,0.82767,0.00022268
UTS2B,0.022619,0.43003,-0.52672,0.99121,0.82764,0.00022271
BBC3,0.15469,0.59279,0.5482,0.9525,0.72724,0.0039762
RAB26,-0.81005,0.029326,-1.8051,1.1999,0.99091,1.6979e-08
WDR38,0.3471,-0.18948,-0.20121,0.92824,1.0524,1.975e-11
SSTR5,0.28739,0.5064,-0.27822,0.95072,0.78365,0.00095544
INSL3,0.50809,0.68474,-0.030259,0.84889,0.65478,0.015764
APOBEC1,0.77166,0.025811,0.54449,0.81252,0.99199,1.6791e-08
OR2T35,-0.46298,0.91672,-0.81642,1.1195,0.38565,0.18682
GBGT1,0.044307,-0.14012,0.023629,0.99153,1.0398,1.0776e-10
RBP5,0.40202,0.34995,1.5716,0.87362,0.86709,4.9181e-05
GIPC2,-0.27034,-0.032701,-0.0028903,1.0595,1.0098,3.1514e-09
MEA1,-0.10458,0.27693,0.083895,1.0291,0.89978,1.0536e-05
OR52B6,-0.13099,0.58939,0.1444,1.0273,0.72856,0.0039544
UGT2B11,-4.1323,-0.4847,-4.1281,1.7097,1.1179,5.98e-16
FIBCD1,0.38222,-0.39271,-0.37719,0.93921,1.0994,1.9395e-14
PCDHB11,-2.1497,-0.089566,-5.0162,1.2817,1.0262,5.8173e-10
RPP21,0.28723,0.34821,-1.049,0.91747,0.8677,4.8992e-05
OR6Y1,-0.97435,0.50441,-1.2635,1.2053,0.7844,0.00095201
MRPS16,-0.55048,0.78839,-1.8235,1.173,0.55273,0.058297
OR10W1,-0.45923,0.68278,-0.98814,1.1014,0.65556,0.01572
MRRF,0.068334,0.14355,-0.36486,0.98376,0.9522,4.4057e-07
SLC18A1,-2.3848,-0.7828,-2.0848,1.3854,1.1697,2.8011999999999997e-21
CD14,0.55072,0.34656,1.7853,0.90062,0.86829,4.8813e-05
SLC36A4,-0.04103,-0.57397,0.50158,1.0072,1.1347,1.8141e-17
TMEM187,0.13532,0.68266,-0.19382,0.96703,0.65561,0.015717
GLIPR2,0.30701,0.34432,-0.06648,0.91157,0.86908,4.8573e-05
GLOD4,0.0083986,-0.30167,-0.68453,0.99818,1.0797,6.0698e-13
C3orf70,-0.080717,0.34546,-1.2081,1.0195,0.86867,4.8695e-05
C4orf45,-0.088781,0.14058,-0.24687,1.0262,0.95316,4.3689e-07
SEMG2,-1.2606,0.78709,-1.4202,1.2059,0.55326,0.058203
RSPO4,-0.4698,0.079615,-1.023,1.108,0.97443,8.5962e-08
RDH16,-0.095541,0.1423,0.83665,1.0197,0.95261,4.3901e-07
ZSCAN1,0.009915,0.1415,-0.092987,0.99826,0.95286,4.3802e-07
RHBG,0.031292,-0.35063,0.25085,0.99456,1.0907,1.0751e-13
KLK10,0.46857,0.14037,-0.31668,0.89599,0.95323,4.3662e-07
OR4K14,-0.1265,0.49886,-0.24996,1.0274,0.78649,0.00094256
SPP1,0.28118,0.20135,0.2551,0.94044,0.93015,2.146e-06
C19orf18,0.10009,0.13751,0.21442,0.97408,0.95416,4.3311e-07
NTHL1,-0.7974,-0.097497,0.40851,1.1582,1.0285,5.6607e-10
OR4D10,-0.56894,0.58274,-0.93295,1.1238,0.73114,0.0039123
PRDX6,1.465,0.34118,0.13373,0.62962,0.87019,4.8237e-05
CLPSL2,0.42212,0.91109,-0.28155,0.83274,0.38776,0.1858
